b	eng	b	B	O	O
粒	n	li	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
百	n	bai	B	O	O
分	n	fen	I	O	O
比	n	bi	E	O	O
9	m	9	B	O	O
2	m	2	I	O	O
.	m	.	I	O	O
9	m	9	I	O	O
0	m	0	I	O	O
%	x	%	E	O	O
，	x	，	S	O	O
淋	n	lin	B	O	O
巴	n	ba	I	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
百	n	bai	B	O	O
分	n	fen	I	O	O
比	n	bi	E	O	O
3	m	3	B	O	O
.	m	.	I	O	O
5	m	5	I	O	O
%	x	%	E	O	O
，	x	，	S	O	O
嗜	n	shi	B	O	O
酸	n	suan	E	O	O
粒	n	li	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
百	n	bai	B	O	O
分	n	fen	I	O	O
比	n	bi	E	O	O
0	m	0	B	O	O
.	m	.	I	O	O
3	m	3	I	O	O
0	m	0	I	O	O
%	x	%	E	O	O
，	x	，	S	O	O
中	n	zhong	B	O	O
性	n	xing	E	O	O
粒	n	li	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
绝	l	jue	B	O	O
对	l	dui	I	O	O
值	l	zhi	E	O	O
1	m	1	B	O	O
6	m	6	I	O	O
.	m	.	I	O	O
0	m	0	I	O	O
9	m	9	E	O	O
*	x	*	S	O	O
1	m	1	B	O	O
0	m	0	E	O	O
^	x	^	S	O	O
9	x	9	S	O	O
/	x	/	S	O	O
L	x	L	S	O	O
，	x	，	S	O	O
淋	n	lin	B	O	O
巴	n	ba	I	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
绝	l	jue	B	O	O
对	l	dui	I	O	O
值	l	zhi	E	O	O
0	m	0	B	O	O
.	m	.	I	O	O
6	m	6	I	O	O
0	m	0	E	O	O
*	x	*	S	O	O
1	m	1	B	O	O
0	m	0	E	O	O
^	x	^	S	O	O
9	x	9	S	O	O
/	x	/	S	O	O
L	x	L	S	O	O
。	x	。	S	O	O
尿	n	niao	B	O	O
常	n	chang	I	O	O
规	n	gui	E	O	O
回	v	hui	B	O	O
报	v	bao	E	O	O
：	x	：	S	O	O
尿	n	niao	S	O	O
白	n	bai	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
3	m	3	B	O	O
3	m	3	I	O	O
.	m	.	I	O	O
0	m	0	I	O	O
0	m	0	E	O	O
/	x	/	S	O	O
u	eng	u	B	O	O
l	eng	l	E	O	O
，	x	，	S	O	O
潜	n	qian	B	O	O
血	n	xie	E	O	O
2	m	2	S	O	O
+	x	+	S	O	O
，	x	，	S	O	O
白	n	bai	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
1	m	1	S	O	O
+	x	+	S	O	O
。	x	。	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
生	vn	sheng	B	O	O
命	vn	ming	E	O	O
体	n	ti	B	O	O
征	n	zheng	E	O	O
平	a	ping	B	O	O
稳	a	wen	E	O	O
，	x	，	S	O	O
为	p	wei	S	O	O
进	d	jin	B	O	O
一	d	yi	I	O	O
步	d	bu	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
，	x	，	S	O	O
门	n	men	B	O	O
诊	n	zhen	E	O	O
以	p	yi	S	O	O
急	n	ji	B	DB	DB
性	n	xing	E	DI	DI
阑	n	lan	B	DI	DI
尾	n	wei	I	DI	DI
炎	n	yan	E	DE	DE
收	v	shou	B	O	O
入	v	ru	E	O	O
我	r	wo	B	O	O
科	n	ke	E	O	O
。	x	。	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
自	p	zi	S	O	O
发	v	fa	B	O	O
病	v	bing	E	O	O
以	f	yi	B	O	O
来	f	lai	E	O	O
无	v	wu	S	O	O
恶	n	e	B	SB	SB
心	n	xin	E	SI	SE
、	x	、	S	SI	O
呕	v	ou	B	SI	SB
吐	v	tu	E	SE	SE
，	x	，	S	O	O
无	v	wu	S	O	O
腹	v	fu	B	SB	SB
胀	v	zhang	E	SE	SE
，	x	，	S	O	O
二	m	er	B	O	O
便	d	bian	E	O	O
正	d	zheng	B	O	O
常	d	chang	E	O	O
。	x	。	S	O	O
4	m	4	S	O	O
.	m	.	S	O	O
查	nr	cha	B	O	O
体	nr	ti	E	O	O
：	x	：	S	O	O
T	x	T	S	O	O
：	x	：	S	O	O
3	m	3	B	O	O
6	m	6	I	O	O
.	m	.	I	O	O
3	m	3	E	O	O
C	eng	C	S	O	O
，	x	，	S	O	O
P	x	P	S	O	O
:	x	:	S	O	O
7	m	7	B	O	O
6	m	6	E	O	O
次	t	ci	S	O	O
/	x	/	S	O	O
分	v	fen	S	O	O
，	x	，	S	O	O
R	x	R	S	O	O
：	x	：	S	O	O
1	m	1	B	O	O
8	m	8	E	O	O
次	t	ci	S	O	O
/	x	/	S	O	O
分	v	fen	S	O	O
，	x	，	S	O	O
B	eng	B	B	O	O
p	eng	p	E	O	O
：	x	：	S	O	O
1	m	1	B	O	O
2	m	2	I	O	O
5	m	5	E	O	O
/	x	/	S	O	O
7	m	7	B	O	O
0	m	0	I	O	O
m	eng	m	I	O	O
m	eng	m	I	O	O
H	eng	H	I	O	O
g	eng	g	E	O	O
。	x	。	S	O	O
神	nr	shen	B	O	O
清	nr	qing	E	O	O
，	x	，	S	O	O
步	n	bu	B	O	O
入	n	ru	E	O	O
病	n	bing	B	O	O
室	n	shi	E	O	O
。	x	。	S	O	O
胸	n	xiong	B	O	O
廓	n	kuo	E	O	O
两	f	liang	B	O	O
侧	f	ce	E	O	O
对	v	dui	B	O	O
称	v	cheng	E	O	O
，	x	，	S	O	O
无	v	wu	S	O	O
畸	n	ji	B	SB	SB
形	n	xing	E	SE	SE
。	x	。	S	O	O
两	f	liang	B	O	O
侧	f	ce	E	O	O
呼	v	hu	B	O	O
吸	v	xi	E	O	O
动	n	dong	B	O	O
度	n	du	E	O	O
一	d	yi	B	O	O
致	d	zhi	E	O	O
，	x	，	S	O	O
触	n	chu	B	O	O
觉	n	jue	E	O	O
语	n	yu	B	O	O
颤	n	zhan	E	O	O
无	v	wu	S	O	O
明	nr	ming	B	O	O
显	nr	xian	I	O	O
增	nr	zeng	I	O	O
强	nr	qiang	E	O	O
或	c	huo	S	O	O
减	v	jian	B	O	O
弱	v	ruo	E	O	O
，	x	，	S	O	O
未	d	wei	S	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
胸	n	xiong	B	O	O
膜	n	mo	E	O	O
摩	vn	mo	B	O	O
擦	vn	ca	E	O	O
感	v	gan	S	O	O
。	x	。	S	O	O
双	m	shuang	B	O	O
肺	n	fei	E	O	O
叩	vg	kou	S	O	O
清	n	qing	B	O	O
音	n	yin	E	O	O
，	x	，	S	O	O
肺	n	fei	B	O	O
肝	n	gan	E	O	O
相	d	xiang	B	O	O
对	d	dui	E	O	O
浊	n	zhuo	B	O	O
音	n	yin	E	O	O
界	n	jie	S	O	O
位	v	wei	B	O	O
于	v	yu	E	O	O
右	f	you	S	O	O
锁	n	suo	B	O	O
骨	n	gu	E	O	O
中	n	zhong	B	O	O
线	n	xian	E	O	O
第	m	di	S	O	O
Ⅴ	x	Ⅴ	S	O	O
肋	n	lei	B	O	O
间	n	jian	E	O	O
。	x	。	S	O	O
双	m	shuang	B	O	O
肺	n	fei	E	O	O
呼	v	hu	B	O	O
吸	v	xi	E	O	O
音	n	yin	S	O	O
清	a	qing	B	O	O
晰	a	xi	E	O	O
，	x	，	S	O	O
未	n	wei	B	O	O
闻	n	wen	E	O	O
及	c	ji	S	O	O
干	n	gan	S	O	O
、	x	、	S	O	O
湿	a	shi	B	O	O
性	ng	xing	E	O	O
啰	zg	luo	S	O	O
音	n	yin	S	O	O
。	x	。	S	O	O
心	n	xin	B	O	O
脏	n	zang	E	O	O
未	i	wei	B	O	O
见	i	jian	I	O	O
异	i	yi	I	O	O
常	i	chang	E	O	O
。	x	。	S	O	O
专	n	zhuan	B	O	O
科	n	ke	E	O	O
情	n	qing	B	O	O
况	n	kuang	E	O	O
：	x	：	S	O	O
腹	n	fu	B	O	O
部	n	bu	E	O	O
平	a	ping	B	O	O
坦	a	tan	E	O	O
，	x	，	S	O	O
未	d	wei	B	O	O
见	v	jian	E	O	O
胃	n	wei	B	O	O
肠	n	chang	E	O	O
型	k	xing	S	O	O
及	c	ji	S	O	O
蠕	v	ru	B	O	O
动	v	dong	E	O	O
波	j	bo	S	O	O
。	x	。	S	O	O
腹	ng	fu	B	O	O
软	a	ruan	E	O	O
，	x	，	S	O	O
右	f	you	S	O	O
下	n	xia	B	O	O
腹	n	fu	E	O	O
及	c	ji	S	O	O
脐	ng	qi	S	O	O
下	f	xia	S	O	O
压	n	ya	B	O	O
痛	n	tong	E	O	O
，	x	，	S	O	O
尤	d	you	B	O	O
以	d	yi	E	O	O
麦	nr	mai	B	O	O
氏	nr	shi	I	O	O
点	q	dian	E	O	O
压	n	ya	B	O	O
痛	n	tong	E	O	O
明	a	ming	B	O	O
显	a	xian	E	O	O
。	x	。	S	O	O
反	v	fan	B	O	O
跳	v	tiao	I	O	O
痛	an	tong	E	O	O
，	x	，	S	O	O
无	v	wu	B	O	O
肌	ng	ji	E	O	O
紧	a	jin	B	O	O
张	a	zhang	E	O	O
。	x	。	S	O	O
无	n	wu	B	O	O
液	n	ye	E	O	O
波	vn	bo	S	O	O
震	v	zhen	B	O	O
颤	v	zhan	E	O	O
，	x	，	S	O	O
肝	n	gan	S	O	O
脾	n	pi	B	O	O
胃	n	wei	E	O	O
未	d	wei	S	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
肿	v	zhong	B	SB	SB
大	v	da	E	SE	SE
，	x	，	S	O	O
腹	n	fu	B	O	O
部	n	bu	E	O	O
未	d	wei	S	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
包	n	bao	B	O	O
块	n	kuai	E	O	O
。	x	。	S	O	O
叩	vg	kou	B	O	O
鼓	n	gu	I	O	O
音	n	yin	E	O	O
，	x	，	S	O	O
移	n	yi	B	O	O
动	n	dong	I	O	O
性	n	xing	E	O	O
浊	n	zhuo	B	O	O
音	n	yin	E	O	O
阴	n	yin	B	O	O
性	n	xing	E	O	O
。	x	。	S	O	O
肠	n	chang	S	O	O
鸣	n	ming	B	O	O
音	n	yin	E	O	O
正	d	zheng	B	O	O
常	d	chang	E	O	O
，	x	，	S	O	O
无	v	wu	S	O	O
亢	v	kang	B	O	O
进	v	jin	E	O	O
（	x	（	S	O	O
4	m	4	S	O	O
次	t	ci	S	O	O
/	x	/	S	O	O
分	v	fen	S	O	O
）	x	）	S	O	O
。	x	。	S	O	O
6	x	6	S	O	O
辅	vn	fu	B	O	O
助	vn	zhu	E	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
：	x	：	S	O	O
血	n	xie	B	O	O
常	n	chang	I	O	O
规	n	gui	E	O	O
回	v	hui	B	O	O
报	v	bao	E	O	O
：	x	：	S	O	O
白	n	bai	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
数	n	shu	S	O	O
1	m	1	B	O	O
7	m	7	I	O	O
.	m	.	I	O	O
3	m	3	I	O	O
2	m	2	E	O	O
*	x	*	S	O	O
1	m	1	B	O	O
0	m	0	E	O	O
^	x	^	S	O	O
9	x	9	S	O	O
/	x	/	S	O	O
L	x	L	S	O	O
，	x	，	S	O	O
中	n	zhong	B	O	O
性	n	xing	E	O	O
粒	n	li	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
百	n	bai	B	O	O
分	n	fen	I	O	O
比	n	bi	E	O	O
9	m	9	B	O	O
2	m	2	I	O	O
.	m	.	I	O	O
9	m	9	I	O	O
0	m	0	I	O	O
%	x	%	E	O	O
，	x	，	S	O	O
淋	n	lin	B	O	O
巴	n	ba	I	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
百	n	bai	B	O	O
分	n	fen	I	O	O
比	n	bi	E	O	O
3	m	3	B	O	O
.	m	.	I	O	O
5	m	5	I	O	O
%	x	%	E	O	O
，	x	，	S	O	O
嗜	n	shi	B	O	O
酸	n	suan	E	O	O
粒	n	li	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
百	n	bai	B	O	O
分	n	fen	I	O	O
比	n	bi	E	O	O
0	m	0	B	O	O
.	m	.	I	O	O
3	m	3	I	O	O
0	m	0	I	O	O
%	x	%	E	O	O
，	x	，	S	O	O
中	n	zhong	B	O	O
性	n	xing	E	O	O
粒	n	li	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
绝	l	jue	B	O	O
对	l	dui	I	O	O
值	l	zhi	E	O	O
1	m	1	B	O	O
6	m	6	I	O	O
.	m	.	I	O	O
0	m	0	I	O	O
9	m	9	E	O	O
*	x	*	S	O	O
1	m	1	B	O	O
0	m	0	E	O	O
^	x	^	S	O	O
9	x	9	S	O	O
/	x	/	S	O	O
L	x	L	S	O	O
，	x	，	S	O	O
淋	n	lin	B	O	O
巴	n	ba	I	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
绝	l	jue	B	O	O
对	l	dui	I	O	O
值	l	zhi	E	O	O
0	m	0	B	O	O
.	m	.	I	O	O
6	m	6	I	O	O
0	m	0	E	O	O
*	x	*	S	O	O
1	m	1	B	O	O
0	m	0	E	O	O
^	x	^	S	O	O
9	x	9	S	O	O
/	x	/	S	O	O
L	x	L	S	O	O
。	x	。	S	O	O
尿	n	niao	B	O	O
常	n	chang	I	O	O
规	n	gui	E	O	O
回	v	hui	B	O	O
报	v	bao	E	O	O
：	x	：	S	O	O
尿	n	niao	S	O	O
白	n	bai	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
3	m	3	B	O	O
3	m	3	I	O	O
.	m	.	I	O	O
0	m	0	I	O	O
0	m	0	E	O	O
/	x	/	S	O	O
u	eng	u	B	O	O
l	eng	l	E	O	O
，	x	，	S	O	O
潜	n	qian	B	O	O
血	n	xie	E	O	O
2	m	2	S	O	O
+	x	+	S	O	O
，	x	，	S	O	O
白	n	bai	B	O	O
细	n	xi	I	O	O
胞	n	bao	E	O	O
1	m	1	S	O	O
+	x	+	S	O	O
。	x	。	S	O	O

1	x	1	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
男	n	nan	S	O	O
7	m	7	B	O	O
6	m	6	E	O	O
岁	m	sui	S	O	O
2	m	2	S	O	O
既	t	ji	B	O	O
往	t	wang	E	O	O
体	n	ti	B	O	O
健	n	jian	E	O	O
。	x	。	S	O	O

3	x	3	S	O	O

患	n	huan	B	O	O
者	n	zhe	E	O	O
缘	p	yuan	B	O	O
于	p	yu	E	O	O
1	m	1	B	O	O
0	m	0	E	O	O
年	t	nian	B	O	O
前	t	qian	E	O	O
无	v	wu	S	O	O
明	a	ming	B	O	O
显	a	xian	E	O	O
诱	n	you	B	O	O
因	n	yin	E	O	O
出	v	chu	B	O	O
现	v	xian	E	O	O
尿	n	niao	B	O	O
频	n	pin	E	O	O
，	x	，	S	O	O
尿	n	niao	B	O	O
急	n	ji	E	O	O
，	x	，	S	O	O
尿	n	niao	S	O	O
不	d	bu	B	O	O
尽	d	jin	E	O	O
感	v	gan	S	O	O
，	x	，	S	O	O
夜	tg	ye	B	O	O
尿	n	niao	E	O	O
次	n	ci	B	O	O
数	n	shu	E	O	O
增	v	zeng	B	O	O
多	v	duo	E	O	O
，	x	，	S	O	O
最	d	zui	B	O	O
多	d	duo	E	O	O
可	v	ke	B	O	O
达	v	da	E	O	O
1	m	1	B	O	O
0	m	0	E	O	O
余	m	yu	B	O	O
次	m	ci	E	O	O
。	x	。	S	O	O
尿	n	niao	B	O	O
线	n	xian	E	O	O
逐	d	zhu	B	O	O
渐	d	jian	E	O	O
变	n	bian	B	O	O
细	n	xi	E	O	O
。	x	。	S	O	O
无	v	wu	S	O	O
肉	n	rou	B	O	O
眼	n	yan	E	O	O
血	n	xie	B	O	O
尿	n	niao	E	O	O
。	x	。	S	O	O
1	x	1	S	O	O
小	n	xiao	B	O	O
时	n	shi	E	O	O
前	f	qian	S	O	O
不	v	bu	B	O	O
能	v	neng	E	O	O
自	v	zi	B	O	O
主	v	zhu	E	O	O
排	v	pai	B	O	O
尿	v	niao	E	O	O
，	x	，	S	O	O
给	v	gei	B	O	O
予	v	yu	E	O	O
留	v	liu	B	O	O
置	v	zhi	E	O	O
尿	n	niao	B	O	O
管	n	guan	E	O	O
。	x	。	S	O	O
为	p	wei	S	O	O
进	d	jin	B	O	O
一	d	yi	I	O	O
步	d	bu	E	O	O
治	v	zhi	B	O	O
疗	v	liao	E	O	O
于	p	yu	S	O	O
今	t	jin	B	O	O
日	t	ri	E	O	O
到	v	dao	S	O	O
我	n	wo	B	O	O
院	n	yuan	E	O	O
，	x	，	S	O	O
门	n	men	B	O	O
诊	n	zhen	E	O	O
以	p	yi	S	O	O
前	n	qian	B	DB	DB
列	n	lie	I	DI	DI
腺	n	xian	E	DI	DI
增	v	zeng	B	DI	DI
生	v	sheng	E	DE	DE
介	v	jie	B	O	O
绍	v	shao	E	O	O
入	n	ru	B	O	O
院	n	yuan	E	O	O
。	x	。	S	O	O
4	m	4	S	O	O
查	nr	cha	B	O	O
体	nr	ti	E	O	O
：	x	：	S	O	O
T	x	T	S	O	O
：	x	：	S	O	O
3	m	3	B	O	O
7	m	7	I	O	O
.	m	.	I	O	O
5	m	5	E	O	O
℃	x	℃	S	O	O
，	x	，	S	O	O
P	x	P	S	O	O
：	x	：	S	O	O
8	m	8	B	O	O
5	m	5	E	O	O
次	t	ci	S	O	O
/	x	/	S	O	O
分	v	fen	S	O	O
，	x	，	S	O	O
R	x	R	S	O	O
：	x	：	S	O	O
2	m	2	B	O	O
0	m	0	E	O	O
次	t	ci	S	O	O
/	x	/	S	O	O
分	v	fen	S	O	O
，	x	，	S	O	O
B	eng	B	B	O	O
P	eng	P	E	O	O
：	x	：	S	O	O
1	m	1	B	O	O
6	m	6	I	O	O
0	m	0	E	O	O
/	x	/	S	O	O
8	m	8	B	O	O
0	m	0	I	O	O
m	eng	m	I	O	O
m	eng	m	I	O	O
H	eng	H	I	O	O
g	eng	g	E	O	O
，	x	，	S	O	O
神	nr	shen	B	O	O
清	nr	qing	E	O	O
，	x	，	S	O	O
步	n	bu	B	O	O
入	n	ru	E	O	O
病	n	bing	B	O	O
室	n	shi	E	O	O
，	x	，	S	O	O
查	nr	cha	B	O	O
体	nr	ti	E	O	O
合	vn	he	B	O	O
作	vn	zuo	E	O	O
。	x	。	S	O	O
结	n	jie	B	O	O
膜	n	mo	E	O	O
无	v	wu	S	O	O
苍	z	cang	B	O	SB
白	z	bai	E	O	SE
，	x	，	S	O	O
巩	n	gong	B	O	O
膜	n	mo	E	O	O
无	b	wu	S	O	O
黄	b	huang	B	SB	SB
染	n	ran	E	SE	SE
。	x	。	S	O	O
双	m	shuang	B	O	O
肺	n	fei	E	O	O
叩	vg	kou	S	O	O
清	n	qing	B	O	O
音	n	yin	E	O	O
，	x	，	S	O	O
肺	n	fei	B	O	O
肝	n	gan	E	O	O
相	d	xiang	B	O	O
对	d	dui	E	O	O
浊	n	zhuo	B	O	O
音	n	yin	E	O	O
界	n	jie	S	O	O
位	v	wei	B	O	O
于	v	yu	E	O	O
右	f	you	S	O	O
锁	n	suo	B	O	O
骨	n	gu	E	O	O
中	n	zhong	B	O	O
线	n	xian	E	O	O
第	m	di	S	O	O
Ⅵ	x	Ⅵ	S	O	O
肋	n	lei	B	O	O
间	n	jian	E	O	O
，	x	，	S	O	O
双	m	shuang	B	O	O
肺	n	fei	E	O	O
呼	v	hu	B	O	O
吸	v	xi	E	O	O
音	n	yin	B	O	O
粗	a	cu	E	O	O
，	x	，	S	O	O
右	n	you	B	O	O
肺	n	fei	E	O	O
可	n	ke	B	O	O
闻	n	wen	E	O	O
及	c	ji	S	O	O
干	n	gan	S	O	O
、	x	、	S	O	O
湿	a	shi	B	O	O
性	ng	xing	E	O	O
啰	zg	luo	S	O	O
音	n	yin	S	O	O
，	x	，	S	O	O
左	f	zuo	B	O	O
肺	n	fei	E	O	O
未	n	wei	B	O	O
闻	n	wen	E	O	O
及	c	ji	S	O	O
干	a	gan	B	O	O
湿	a	shi	E	O	O
性	ng	xing	S	O	O
啰	zg	luo	S	O	O
音	n	yin	S	O	O
。	x	。	S	O	O
心	s	xin	B	O	O
前	s	qian	E	O	O
区	n	qu	S	O	O
无	v	wu	S	O	O
隆	v	long	B	SB	SB
起	v	qi	E	SE	SE
，	x	，	S	O	O
心	s	xin	B	O	O
前	s	qian	E	O	O
区	n	qu	S	O	O
未	d	wei	S	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
震	v	zhen	B	O	O
颤	v	zhan	E	O	O
及	c	ji	S	O	O
心	n	xin	B	O	O
包	n	bao	E	O	O
摩	vn	mo	B	O	O
擦	vn	ca	E	O	O
感	v	gan	S	O	O
。	x	。	S	O	O
心	n	xin	B	O	O
率	n	lv	E	O	O
9	m	9	B	O	O
0	m	0	E	O	O
次	t	ci	S	O	O
/	x	/	S	O	O
分	v	fen	S	O	O
，	x	，	S	O	O
律	nr	lv	S	O	O
整	d	zheng	B	O	O
齐	d	qi	E	O	O
，	x	，	S	O	O
瓣	n	ban	B	O	O
膜	n	mo	E	O	O
听	v	ting	B	O	O
诊	v	zhen	E	O	O
区	n	qu	S	O	O
未	n	wei	B	O	O
闻	n	wen	E	O	O
及	c	ji	S	O	O
杂	n	za	B	O	O
音	n	yin	E	O	O
。	x	。	S	O	O
腹	n	fu	B	O	O
部	n	bu	E	O	O
查	nr	cha	B	O	O
体	nr	ti	E	O	O
未	i	wei	B	O	O
见	i	jian	I	O	O
异	i	yi	I	O	O
常	i	chang	E	O	O
。	x	。	S	O	O
脊	n	ji	B	O	O
柱	n	zhu	E	O	O
无	v	wu	S	O	O
畸	n	ji	B	SB	SB
形	n	xing	E	SE	SE
，	x	，	S	O	O
活	vn	huo	B	O	O
动	vn	dong	E	O	O
无	b	wu	B	O	O
障	b	zhang	I	O	O
碍	b	ai	E	O	O
，	x	，	S	O	O
各	r	ge	S	O	O
椎	n	zhui	B	O	O
体	n	ti	E	O	O
无	v	wu	S	O	O
压	n	ya	B	O	O
痛	n	tong	E	O	O
、	x	、	S	O	O
叩	v	kou	B	O	O
击	v	ji	E	O	O
痛	a	tong	S	O	O
。	x	。	S	O	O
四	n	si	B	O	O
肢	n	zhi	E	O	O
关	n	guan	B	O	O
节	n	jie	E	O	O
无	v	wu	S	O	O
红	n	hong	B	SB	SB
肿	n	zhong	E	SI	SE
、	x	、	S	SI	O
畸	n	ji	B	SI	SB
形	n	xing	E	SI	SE
及	c	ji	S	SI	O
活	vn	huo	B	SI	O
动	vn	dong	E	SI	O
障	n	zhang	B	SI	O
碍	n	ai	E	SE	O
。	x	。	S	O	O
双	n	shuang	B	O	O
下	n	xia	I	O	O
肢	n	zhi	E	O	O
无	v	wu	S	O	O
水	n	shui	B	SB	SB
肿	n	zhong	E	SE	SE
。	x	。	S	O	O
5	x	5	S	O	O

专	n	zhuan	B	O	O
科	n	ke	E	O	O
情	n	qing	B	O	O
况	n	kuang	E	O	O
：	x	：	S	O	O
双	m	shuang	B	O	O
侧	v	ce	E	O	O
肋	n	lei	S	O	O
脊	n	ji	B	O	O
角	n	jiao	E	O	O
对	v	dui	B	O	O
称	v	cheng	E	O	O
无	v	wu	S	O	O
隆	v	long	B	SB	SB
起	v	qi	E	SE	SE
，	x	，	S	O	O
双	m	shuang	S	O	O
肾	n	shen	B	O	O
区	n	qu	E	O	O
无	v	wu	S	O	O
叩	v	kou	B	O	O
击	v	ji	E	O	O
痛	a	tong	S	O	O
，	x	，	S	O	O
未	d	wei	S	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
肿	n	zhong	B	SB	SB
块	n	kuai	E	SE	SE
。	x	。	S	O	O
腹	n	fu	B	O	O
部	n	bu	E	O	O
沿	f	yan	S	O	O
输	n	shu	B	O	O
尿	n	niao	I	O	O
管	n	guan	E	O	O
走	n	zou	B	O	O
形	n	xing	E	O	O
无	v	wu	S	O	O
压	n	ya	B	O	O
痛	n	tong	E	O	O
，	x	，	S	O	O
耻	n	chi	B	O	O
骨	n	gu	E	O	O
上	f	shang	S	O	O
膀	n	bang	B	O	O
胱	n	guang	E	O	O
区	n	qu	S	O	O
无	v	wu	S	O	O
肿	v	zhong	B	SB	SB
胀	v	zhang	E	SE	SE
，	x	，	S	O	O
无	v	wu	S	O	O
压	n	ya	B	O	O
痛	n	tong	E	O	O
。	x	。	S	O	O
阴	n	yin	B	O	O
茎	n	jing	E	O	O
为	p	wei	S	O	O
成	n	cheng	B	O	O
人	n	ren	I	O	O
型	n	xing	E	O	O
，	x	，	S	O	O
尿	n	niao	B	O	O
道	n	dao	E	O	O
外	n	wai	B	O	O
口	n	kou	E	O	O
无	v	wu	S	O	O
畸	n	ji	B	SB	SB
形	n	xing	E	SE	SE
，	x	，	S	O	O
无	v	wu	S	O	O
红	n	hong	B	SB	SB
肿	n	zhong	E	SE	SE
及	c	ji	S	O	O
狭	a	xia	B	SB	SB
窄	a	zhai	E	SE	SE
，	x	，	S	O	O
无	v	wu	S	O	O
异	d	yi	B	O	O
常	d	chang	E	O	O
分	n	fen	B	O	O
泌	n	mi	I	O	O
物	n	wu	E	O	O
。	x	。	S	O	O
留	v	liu	B	O	O
置	v	zhi	E	O	O
导	n	dao	B	O	O
尿	n	niao	I	O	O
管	n	guan	E	O	O
固	a	gu	B	O	O
定	a	ding	E	O	O
稳	a	wen	B	O	O
妥	a	tuo	E	O	O
，	x	，	S	O	O
导	v	dao	B	O	O
尿	v	niao	E	O	O
通	a	tong	B	O	O
畅	a	chang	E	O	O
，	x	，	S	O	O
尿	n	niao	B	O	O
色	n	se	E	O	O
淡	z	dan	B	O	O
黄	z	huang	E	O	O
，	x	，	S	O	O
清	a	qing	B	O	O
亮	a	liang	E	O	O
。	x	。	S	O	O
两	f	liang	B	O	O
侧	f	ce	E	O	O
阴	n	yin	B	O	O
囊	n	nang	E	O	O
对	v	dui	B	O	O
称	v	cheng	E	O	O
，	x	，	S	O	O
无	v	wu	S	O	O
触	n	chu	B	O	O
痛	n	tong	E	O	O
，	x	，	S	O	O
双	m	shuang	B	O	O
侧	v	ce	E	O	O
睾	n	gao	B	O	O
丸	n	wan	E	O	O
对	v	dui	B	O	O
称	v	cheng	E	O	O
，	x	，	S	O	O
质	n	zhi	B	O	O
地	n	di	E	O	O
中	b	zhong	B	O	O
等	b	deng	E	O	O
，	x	，	S	O	O
无	v	wu	S	O	O
触	n	chu	B	O	O
痛	n	tong	E	O	O
。	x	。	S	O	O
双	m	shuang	B	O	O
侧	v	ce	E	O	O
附	n	fu	B	O	O
睾	n	gao	E	O	O
未	d	wei	S	O	O
触	v	chu	B	O	O
及	v	ji	E	O	O
结	n	jie	B	O	O
节	n	jie	E	O	O
。	x	。	S	O	O
由	c	you	B	O	O
于	c	yu	E	O	O
需	v	xu	B	O	O
要	v	yao	E	O	O
P	eng	P	B	O	O
S	eng	S	I	O	O
A	eng	A	E	O	O
检	vn	jian	B	O	O
测	vn	ce	E	O	O
，	x	，	S	O	O
直	n	zhi	B	O	O
肠	n	chang	E	O	O
指	v	zhi	B	O	O
诊	v	zhen	E	O	O
未	v	wei	B	O	O
查	v	cha	E	O	O
。	x	。	S	O	O
6	x	6	S	O	O

辅	vn	fu	B	O	O
助	vn	zhu	E	O	O
检	vn	jian	B	O	O
查	vn	cha	E	O	O
：	x	：	S	O	O
缺	v	que	B	O	O
如	v	ru	E	O	O
。	x	。	S	O	O

1	x	1	S	O	O
、	x	、	S	O	O
患	n	huan	B	O	O
者	n	zhe	E	O	O
女	n	nv	B	O	O
性	n	xing	E	O	O
，	x	，	S	O	O
6	m	6	B	O	O
