b	b	O	O
7	7	O	O
、	、	O	O
9	9	O	O
、	、	O	O
1	1	O	O
1	1	O	O
点	dian	O	O
有	you	O	O
痔	zhi	O	O
核	he	O	O
，	，	O	O
累	lei	O	O
及	ji	O	O
齿	chi	O	O
线	xian	O	O
上	shang	O	O
下	xia	O	O
，	，	O	O
色	se	O	O
青	qing	O	O
紫	zi	O	O
。	。	O	O

1	1	O	O
患	huan	O	O
者	zhe	O	O
男	nan	O	O
8	8	O	O
0	0	O	O
岁	sui	O	O
2	2	O	O
.	.	O	O
既	ji	O	O
往	wang	O	O
体	ti	O	O
健	jian	O	O
。	。	O	O
3	3	O	O

患	huan	O	O
者	zhe	O	O
缘	yuan	O	O
于	yu	O	O
2	2	O	O
年	nian	O	O
前	qian	O	O
无	wu	O	O
明	ming	O	O
显	xian	O	O
诱	you	O	O
因	yin	O	O
出	chu	O	O
现	xian	O	O
尿	niao	O	O
频	pin	O	O
，	，	O	O
尿	niao	O	O
急	ji	O	O
，	，	O	O
尿	niao	O	O
不	bu	O	O
尽	jin	O	O
感	gan	O	O
，	，	O	O
排	pai	O	O
尿	niao	O	O
踌	chou	O	O
躇	chu	O	O
，	，	O	O
夜	ye	O	O
尿	niao	O	O
次	ci	O	O
数	shu	O	O
增	zeng	O	O
多	duo	O	O
。	。	O	O
有	you	O	O
时	shi	O	O
达	da	O	O
1	1	O	O
0	0	O	O
余	yu	O	O
次	ci	O	O
，	，	O	O
尿	niao	O	O
线	xian	O	O
逐	zhu	O	O
渐	jian	O	O
变	bian	O	O
细	xi	O	O
。	。	O	O
无	wu	O	O
肉	rou	O	O
眼	yan	O	O
血	xie	O	O
尿	niao	O	O
。	。	O	O
发	fa	O	O
生	sheng	O	O
尿	niao	DB	O
潴	zhu	DI	O
留	liu	DE	O
后	hou	O	O
在	zai	O	O
承	cheng	O	O
德	de	O	O
市	shi	O	O
中	zhong	O	O
心	xin	O	O
医	yi	O	O
院	yuan	O	O
行	xing	O	O
膀	bang	O	O
胱	guang	O	O
造	zao	O	O
瘘	lv	O	O
术	shu	O	O
，	，	O	O
1	1	O	O
年	nian	O	O
前	qian	O	O
自	zi	O	O
行	xing	O	O
拔	ba	O	O
除	chu	O	O
造	zao	O	O
瘘	lv	O	O
管	guan	O	O
，	，	O	O
造	zao	O	O
瘘	lv	O	O
口	kou	O	O
时	shi	O	O
有	you	O	O
尿	niao	O	O
液	ye	O	O
流	liu	O	O
出	chu	O	O
。	。	O	O
症	zheng	O	O
状	zhuang	O	O
无	wu	O	O
缓	huan	O	O
解	jie	O	O
。	。	O	O
为	wei	O	O
进	jin	O	O
一	yi	O	O
步	bu	O	O
治	zhi	O	O
疗	liao	O	O
于	yu	O	O
今	jin	O	O
日	ri	O	O
到	dao	O	O
我	wo	O	O
院	yuan	O	O
，	，	O	O
门	men	O	O
诊	zhen	O	O
以	yi	O	O
前	qian	DB	DB
列	lie	DI	DI
腺	xian	DI	DI
增	zeng	DI	DI
生	sheng	DE	DE
介	jie	O	O
绍	shao	O	O
入	ru	O	O
院	yuan	O	O
。	。	O	O
4	4	O	O
.	.	O	O
查	cha	O	O
体	ti	O	O
：	：	O	O
T	T	O	O
：	：	O	O
3	3	O	O
6	6	O	O
.	.	O	O
4	4	O	O
C	C	O	O
P	P	O	O
:	:	O	O
8	8	O	O
8	8	O	O
次	ci	O	O
/	/	O	O
分	fen	O	O
，	，	O	O
R	R	O	O
：	：	O	O
1	1	O	O
9	9	O	O
次	ci	O	O
/	/	O	O
分	fen	O	O
，	，	O	O
B	B	O	O
p	p	O	O
:	:	O	O
1	1	O	O
2	2	O	O
0	0	O	O
/	/	O	O
8	8	O	O
0	0	O	O
m	m	O	O
m	m	O	O
H	H	O	O
g	g	O	O
。	。	O	O
神	shen	O	O
清	qing	O	O
，	，	O	O
轮	lun	O	O
椅	yi	O	O
推	tui	O	O
入	ru	O	O
病	bing	O	O
室	shi	O	O
。	。	O	O
胸	xiong	O	O
廓	kuo	O	O
两	liang	O	O
侧	ce	O	O
对	dui	O	O
称	cheng	O	O
，	，	O	O
无	wu	O	O
畸	ji	SB	SB
形	xing	SE	SE
。	。	O	O
两	liang	O	O
侧	ce	O	O
呼	hu	O	O
吸	xi	O	O
动	dong	O	O
度	du	O	O
一	yi	O	O
致	zhi	O	O
，	，	O	O
触	chu	O	O
觉	jue	O	O
语	yu	O	O
颤	zhan	O	O
无	wu	O	O
明	ming	O	O
显	xian	O	O
增	zeng	O	O
强	qiang	O	O
或	huo	O	O
减	jian	O	O
弱	ruo	O	O
，	，	O	O
未	wei	O	O
触	chu	O	O
及	ji	O	O
胸	xiong	O	O
膜	mo	O	O
摩	mo	O	O
擦	ca	O	O
感	gan	O	O
。	。	O	O
双	shuang	O	O
肺	fei	O	O
叩	kou	O	O
清	qing	O	O
音	yin	O	O
，	，	O	O
肺	fei	O	O
肝	gan	O	O
相	xiang	O	O
对	dui	O	O
浊	zhuo	O	O
音	yin	O	O
界	jie	O	O
位	wei	O	O
于	yu	O	O
右	you	O	O
锁	suo	O	O
骨	gu	O	O
中	zhong	O	O
线	xian	O	O
第	di	O	O
Ⅵ	Ⅵ	O	O
肋	lei	O	O
间	jian	O	O
。	。	O	O
双	shuang	O	O
肺	fei	O	O
呼	hu	O	O
吸	xi	O	O
音	yin	O	O
低	di	O	O
，	，	O	O
未	wei	O	O
闻	wen	O	O
及	ji	O	O
干	gan	O	O
、	、	O	O
湿	shi	O	O
性	xing	O	O
啰	luo	O	O
音	yin	O	O
。	。	O	O
心	xin	O	O
脏	zang	O	O
检	jian	O	O
查	cha	O	O
未	wei	O	O
闻	wen	O	O
及	ji	O	O
异	yi	O	O
常	chang	O	O
，	，	O	O
腹	fu	O	O
部	bu	O	O
平	ping	O	O
坦	tan	O	O
，	，	O	O
未	wei	O	O
见	jian	O	O
胃	wei	O	O
肠	chang	O	O
型	xing	O	O
及	ji	O	O
蠕	ru	O	O
动	dong	O	O
波	bo	O	O
，	，	O	O
无	wu	O	O
腹	fu	O	O
壁	bi	O	O
静	jing	SB	SB
脉	mai	SI	SI
曲	qu	SI	SI
张	zhang	SE	SE
。	。	O	O
腹	fu	O	O
软	ruan	O	O
，	，	O	O
移	yi	O	O
动	dong	O	O
性	xing	O	O
浊	zhuo	O	O
音	yin	O	O
阴	yin	O	O
性	xing	O	O
，	，	O	O
肠	chang	O	O
鸣	ming	O	O
音	yin	O	O
正	zheng	O	O
常	chang	O	O
。	。	O	O
双	shuang	O	O
侧	ce	O	O
巴	ba	O	O
氏	shi	O	O
征	zheng	O	O
阴	yin	O	O
性	xing	O	O
。	。	O	O
5	5	O	O

专	zhuan	O	O
科	ke	O	O
情	qing	O	O
况	kuang	O	O
：	：	O	O
双	shuang	O	O
侧	ce	O	O
肋	lei	O	O
脊	ji	O	O
角	jiao	O	O
对	dui	O	O
称	cheng	O	O
无	wu	O	O
隆	long	SB	SB
起	qi	SE	SE
，	，	O	O
双	shuang	O	O
肾	shen	O	O
区	qu	O	O
无	wu	O	O
叩	kou	O	O
击	ji	O	O
痛	tong	O	O
，	，	O	O
未	wei	O	O
触	chu	O	O
及	ji	O	O
肿	zhong	SB	SB
块	kuai	SE	SE
。	。	O	O
腹	fu	O	O
部	bu	O	O
沿	yan	O	O
输	shu	O	O
尿	niao	O	O
管	guan	O	O
走	zou	O	O
形	xing	O	O
无	wu	O	O
压	ya	O	O
痛	tong	O	O
，	，	O	O
耻	chi	O	O
骨	gu	O	O
上	shang	O	O
膀	bang	O	O
胱	guang	O	O
区	qu	O	O
无	wu	O	O
肿	zhong	SB	SB
胀	zhang	SE	SE
，	，	O	O
无	wu	O	O
压	ya	O	O
痛	tong	O	O
。	。	O	O
可	ke	O	O
见	jian	O	O
一	yi	O	O
造	zao	O	O
瘘	lv	O	O
口	kou	O	O
，	，	O	O
有	you	O	O
尿	niao	O	O
液	ye	O	O
流	liu	O	O
出	chu	O	O
。	。	O	O
阴	yin	O	O
茎	jing	O	O
为	wei	O	O
成	cheng	O	O
人	ren	O	O
型	xing	O	O
，	，	O	O
尿	niao	O	O
道	dao	O	O
外	wai	O	O
口	kou	O	O
无	wu	O	O
畸	ji	SB	SB
形	xing	SE	SE
，	，	O	O
无	wu	O	O
红	hong	SB	SB
肿	zhong	SI	SE
及	ji	SI	O
狭	xia	SI	SB
窄	zhai	SE	SE
，	，	O	O
无	wu	O	O
异	yi	O	O
常	chang	O	O
分	fen	O	O
泌	mi	O	O
物	wu	O	O
。	。	O	O
两	liang	O	O
侧	ce	O	O
阴	yin	O	O
囊	nang	O	O
对	dui	O	O
称	cheng	O	O
，	，	O	O
无	wu	O	O
触	chu	O	O
痛	tong	O	O
，	，	O	O
双	shuang	O	O
侧	ce	O	O
睾	gao	O	O
丸	wan	O	O
对	dui	O	O
称	cheng	O	O
，	，	O	O
质	zhi	O	O
地	di	O	O
中	zhong	O	O
等	deng	O	O
，	，	O	O
无	wu	O	O
触	chu	O	O
痛	tong	O	O
。	。	O	O
双	shuang	O	O
侧	ce	O	O
附	fu	O	O
睾	gao	O	O
未	wei	O	O
触	chu	O	O
及	ji	O	O
结	jie	O	O
节	jie	O	O
。	。	O	O
由	you	O	O
于	yu	O	O
需	xu	O	O
要	yao	O	O
P	P	O	O
S	S	O	O
A	A	O	O
检	jian	O	O
测	ce	O	O
，	，	O	O
直	zhi	O	O
肠	chang	O	O
指	zhi	O	O
诊	zhen	O	O
未	wei	O	O
查	cha	O	O
。	。	O	O
6	6	O	O

辅	fu	O	O
助	zhu	O	O
检	jian	O	O
查	cha	O	O
：	：	O	O
缺	que	O	O
如	ru	O	O
。	。	O	O

患	huan	O	O
者	zhe	O	O
霍	huo	O	O
晓	xiao	O	O
明	ming	O	O
，	，	O	O
男	nan	O	O
性	xing	O	O
，	，	O	O
4	4	O	O
3	3	O	O
岁	sui	O	O
.	.	O	O
既	ji	O	O
往	wang	O	O
体	ti	O	O
健	jian	O	O
，	，	O	O
否	fou	O	O
认	ren	O	O
高	gao	DB	DB
血	xie	DI	DI
压	ya	DE	DE
，	，	O	O
糖	tang	DB	DB
尿	niao	DI	DI
病	bing	DE	DE
病	bing	O	O
史	shi	O	O
，	，	O	O
2	2	O	O
.	.	O	O
患	huan	O	O
者	zhe	O	O
缘	yuan	O	O
于	yu	O	O
1	1	O	O
年	nian	O	O
前	qian	O	O
无	wu	O	O
明	ming	O	O
显	xian	O	O
诱	you	O	O
因	yin	O	O
出	chu	O	O
现	xian	O	O
腰	yao	SB	SB
痛	tong	SE	SE
，	，	O	O
同	tong	O	O
时	shi	O	O
伴	ban	O	O
双	shuang	O	O
下	xia	O	O
肢	zhi	O	O
疼	teng	SB	SB
痛	tong	SE	SI
不	bu	O	SE
适	shi	O	O
，	，	O	O
尤	you	O	O
以	yi	O	O
久	jiu	O	O
卧	wo	O	O
久	jiu	O	O
坐	zuo	O	O
起	qi	O	O
身	shen	O	O
时	shi	O	O
疼	teng	SB	SB
痛	tong	SE	SE
加	jia	O	O
重	zhong	O	O
，	，	O	O
双	shuang	O	O
下	xia	O	O
肢	zhi	O	O
较	jiao	O	O
明	ming	O	O
显	xian	O	O
，	，	O	O
未	wei	O	O
经	jing	O	O
任	ren	O	O
何	he	O	O
诊	zhen	O	O
治	zhi	O	O
，	，	O	O
近	jin	O	O
日	ri	O	O
上	shang	O	O
述	shu	O	O
症	zheng	O	O
状	zhuang	O	O
略	lve	O	O
有	you	O	O
加	jia	O	O
重	zhong	O	O
，	，	O	O
患	huan	O	O
者	zhe	O	O
及	ji	O	O
家	jia	O	O
属	shu	O	O
为	wei	O	O
求	qiu	O	O
进	jin	O	O
一	yi	O	O
步	bu	O	O
治	zhi	O	O
疗	liao	O	O
来	lai	O	O
我	wo	O	O
院	yuan	O	O
就	jiu	O	O
诊	zhen	O	O
。	。	O	O
门	men	O	O
诊	zhen	O	O
经	jing	O	O
查	cha	O	O
体	ti	O	O
以	yi	O	O
腰	yao	DB	DB
椎	zhui	DI	DI
间	jian	DI	DI
盘	pan	DI	DI
突	tu	DI	DI
出	chu	DI	DI
症	zheng	DE	DE
收	shou	O	O
入	ru	O	O
院	yuan	O	O
。	。	O	O
3	3	O	O
.	.	O	O
患	huan	O	O
者	zhe	O	O
自	zi	O	O
入	ru	O	O
院	yuan	O	O
以	yi	O	O
来	lai	O	O
无	wu	O	O
头	tou	SB	SB
痛	tong	SI	SE
头	tou	SI	SB
晕	yun	SE	SE
，	，	O	O
无	wu	O	O
恶	e	SB	SB
心	xin	SI	SI
呕	ou	SI	SI
吐	tu	SE	SE
，	，	O	O
无	wu	O	O
腹	fu	SB	SB
痛	tong	SI	SE
腹	fu	SI	SB
泻	xie	SE	SE
，	，	O	O
无	wu	O	O
胸	xiong	SB	SB
闷	men	SI	SI
气	qi	SI	SI
短	duan	SE	SE
及	ji	O	O
呼	hu	O	O
吸	xi	O	O
困	kun	O	O
难	nan	O	O
，	，	O	O
饮	yin	O	O
食	shi	O	O
可	ke	O	O
，	，	O	O
二	er	O	O
便	bian	O	O
正	zheng	O	O
常	chang	O	O
。	。	O	O
4	4	O	O
.	.	O	O
查	cha	O	O
体	ti	O	O
：	：	O	O
T	T	O	O
3	3	O	O
6	6	O	O
.	.	O	O
0	0	O	O
，	，	O	O
P	P	O	O
7	7	O	O
6	6	O	O
次	ci	O	O
/	/	O	O
分	fen	O	O
，	，	O	O
R	R	O	O
1	1	O	O
8	8	O	O
次	ci	O	O
/	/	O	O
分	fen	O	O
，	，	O	O
B	B	O	O
P	P	O	O
1	1	O	O
3	3	O	O
5	5	O	O
/	/	O	O
9	9	O	O
0	0	O	O
m	m	O	O
m	m	O	O
H	H	O	O
g	g	O	O
，	，	O	O
神	shen	O	O
清	qing	O	O
，	，	O	O
精	jing	O	O
神	shen	O	O
可	ke	O	O
，	，	O	O
发	fa	O	O
育	yu	O	O
正	zheng	O	O
常	chang	O	O
，	，	O	O
营	ying	O	O
养	yang	O	O
中	zhong	O	O
等	deng	O	O
，	，	O	O
言	yan	O	O
语	yu	O	O
流	liu	O	O
利	li	O	O
，	，	O	O
查	cha	O	O
体	ti	O	O
合	he	O	O
作	zuo	O	O
，	，	O	O
步	bu	O	O
入	ru	O	O
病	bing	O	O
房	fang	O	O
，	，	O	O
双	shuang	O	O
侧	ce	O	O
瞳	tong	O	O
孔	kong	O	O
正	zheng	O	O
大	da	O	O
等	deng	O	O
圆	yuan	O	O
，	，	O	O
对	dui	O	O
光	guang	O	O
反	fan	O	O
射	she	O	O
灵	ling	O	O
敏	min	O	O
。	。	O	O
心	xin	O	O
肺	fei	O	O
腹	fu	O	O
查	cha	O	O
体	ti	O	O
未	wei	O	O
见	jian	O	O
异	yi	O	O
常	chang	O	O
，	，	O	O
肠	chang	O	O
鸣	ming	O	O
音	yin	O	O
正	zheng	O	O
常	chang	O	O
，	，	O	O
肛	gang	O	O
门	men	O	O
外	wai	O	O
生	sheng	O	O
殖	zhi	O	O
器	qi	O	O
未	wei	O	O
见	jian	O	O
异	yi	O	O
常	chang	O	O
。	。	O	O
脊	ji	O	O
柱	zhu	O	O
四	si	O	O
肢	zhi	O	O
无	wu	O	O
畸	ji	SB	SB
形	xing	SE	SE
。	。	O	O
腰	yao	O	O
椎	zhui	O	O
活	huo	O	O
动	dong	O	O
可	ke	O	O
，	，	O	O
腰	yao	O	O
3	3	O	O
-	-	O	O
腰	yao	O	O
5	5	O	O
棘	ji	O	O
突	tu	O	O
及	ji	O	O
椎	zhui	O	O
旁	pang	O	O
局	ju	O	O
部	bu	O	O
压	ya	O	O
痛	tong	O	O
叩	kou	O	O
击	ji	O	O
痛	tong	O	O
阳	yang	O	O
性	xing	O	O
，	，	O	O
无	wu	O	O
双	shuang	O	O
下	xia	O	O
肢	zhi	O	O
放	fang	O	O
射	she	O	O
性	xing	O	O
疼	teng	SB	SB
痛	tong	SE	SE
，	，	O	O
左	zuo	O	O
下	xia	O	O
肢	zhi	O	O
直	zhi	O	O
腿	tui	O	O
抬	tai	O	O
高	gao	O	O
实	shi	O	O
验	yan	O	O
6	6	O	O
0	0	O	O
度	du	O	O
，	，	O	O
右	you	O	O
下	xia	O	O
肢	zhi	O	O
直	zhi	O	O
腿	tui	O	O
抬	tai	O	O
高	gao	O	O
实	shi	O	O
验	yan	O	O
6	6	O	O
0	0	O	O
度	du	O	O
。	。	O	O
足	zu	O	O
背	bei	O	O
伸	shen	O	O
及	ji	O	O
跖	zhi	O	O
屈	qu	O	O
肌	ji	O	O
力	li	O	O
正	zheng	O	O
常	chang	O	O
。	。	O	O
各	ge	O	O
足	zu	O	O
趾	zhi	O	O
关	guan	O	O
节	jie	O	O
活	huo	O	O
动	dong	O	O
可	ke	O	O
。	。	O	O
四	si	O	O
肢	zhi	O	O
皮	pi	O	O
肤	fu	O	O
感	gan	O	O
觉	jue	O	O
正	zheng	O	O
常	chang	O	O
，	，	O	O
肌	ji	O	O
力	li	O	O
正	zheng	O	O
常	chang	O	O
，	，	O	O
肌	ji	O	O
张	zhang	O	O
力	li	O	O
不	bu	O	O
高	gao	O	O
。	。	O	O
足	zu	O	O
背	bei	O	O
动	dong	O	O
脉	mai	O	O
可	ke	O	O
触	chu	O	O
及	ji	O	O
，	，	O	O
末	mo	O	O
梢	shao	O	O
血	xie	O	O
运	yun	O	O
正	zheng	O	O
常	chang	O	O
。	。	O	O
双	shuang	O	O
侧	ce	O	O
肱	gong	O	O
二	er	O	O
、	、	O	O
三	san	O	O
头	tou	O	O
肌	ji	O	O
反	fan	O	O
射	she	O	O
、	、	O	O
膝	xi	O	O
腱	jian	O	O
反	fan	O	O
射	she	O	O
正	zheng	O	O
常	chang	O	O
，	，	O	O
双	shuang	O	O
侧	ce	O	O
巴	ba	O	O
彬	bin	O	O
斯	si	O	O
基	ji	O	O
氏	shi	O	O
征	zheng	O	O
、	、	O	O
克	ke	O	O
尼	ni	O	O
格	ge	O	O
氏	shi	O	O
征	zheng	O	O
阴	yin	O	O
性	xing	O	O
。	。	O	O
5	5	O	O
辅	fu	O	O
助	zhu	O	O
检	jian	O	O
查	cha	O	O
：	：	O	O
无	wu	O	O

病	bing	O	O
历	li	O	O
特	te	O	O
点	dian	O	O
：	：	O	O
1	1	O	O
.	.	O	O
患	huan	O	O
者	zhe	O	O
中	zhong	O	O
年	nian	O	O
男	nan	O	O
性	xing	O	O
，	，	O	O
4	4	O	O
1	1	O	O
岁	sui	O	O
；	；	O	O
2	2	O	O
.	.	O	O
既	ji	O	O
往	wang	O	O
体	ti	O	O
健	jian	O	O
；	；	O	O
3	3	O	O
.	.	O	O
患	huan	O	O
者	zhe	O	O
缘	yuan	O	O
于	yu	O	O
5	5	O	O
.	.	O	O
5	5	O	O
小	xiao	O	O
时	shi	O	O
前	qian	O	O
被	bei	O	O
他	ta	O	O
人	ren	O	O
用	yong	O	O
拳	quan	O	O
打	da	O	O
伤	shang	O	O
左	zuo	O	O
面	mian	O	O
部	bu	O	O
，	，	O	O
双	shuang	O	O
上	shang	O	O
臂	bi	O	O
，	，	O	O
用	yong	O	O
改	gai	O	O
锥	zhui	O	O
划	hua	O	O
伤	shang	O	O
前	qian	O	O
胸	xiong	O	O
部	bu	O	O
，	，	O	O
伤	shang	O	O
后	hou	O	O
自	zi	O	O
觉	jue	O	O
伤	shang	O	O
处	chu	O	O
肿	zhong	SB	SB
胀	zhang	SE	SE
，	，	O	O
持	chi	O	O
续	xu	O	O
性	xing	O	O
锐	rui	SB	SB
痛	tong	SE	SE
，	，	O	O
前	qian	O	O
胸	xiong	O	O
部	bu	O	O
划	hua	O	O
伤	shang	O	O
处	chu	O	O
出	chu	SB	SB
血	xie	SE	SE
，	，	O	O
伴	ban	O	O
头	tou	SB	O
晕	yun	SE	O
明	ming	O	O
显	xian	O	O
，	，	O	O
无	wu	O	O
恶	e	SB	SB
心	xin	SI	SI
呕	ou	SI	SI
吐	tu	SE	SE
，	，	O	O
无	wu	O	O
肢	zhi	O	O
体	ti	O	O
麻	ma	O	O
木	mu	O	O
，	，	O	O
无	wu	O	O
昏	hun	O	O
迷	mi	O	O
史	shi	O	O
，	，	O	O
伤	shang	O	O
后	hou	O	O
于	yu	O	O
当	dang	O	O
地	di	O	O
未	wei	O	O
做	zuo	O	O
特	te	O	O
殊	shu	O	O
处	chu	O	O
理	li	O	O
，	，	O	O
急	ji	O	O
来	lai	O	O
我	wo	O	O
院	yuan	O	O
门	men	O	O
诊	zhen	O	O
就	jiu	O	O
诊	zhen	O	O
，	，	O	O
门	men	O	O
诊	zhen	O	O
查	cha	O	O
胸	xiong	O	O
部	bu	O	O
X	X	O	O
光	guang	O	O
片	pian	O	O
示	shi	O	O
：	：	O	O
未	wei	O	O
见	jian	O	O
明	ming	O	O
显	xian	O	O
异	yi	O	O
常	chang	O	O
，	，	O	O
门	men	O	O
诊	zhen	O	O
未	wei	O	O
予	yu	O	O
特	te	O	O
殊	shu	O	O
处	chu	O	O
理	li	O	O
，	，	O	O
以	yi	O	O
胸	xiong	DB	DB
部	bu	DI	DI
外	wai	DI	DI
伤	shang	DE	DE
介	jie	O	O
绍	shao	O	O
入	ru	O	O
院	yuan	O	O
。	。	O	O
患	huan	O	O
者	zhe	O	O
自	zi	O	O
入	ru	O	O
院	yuan	O	O
以	yi	O	O
来	lai	O	O
，	，	O	O
无	wu	O	O
发	fa	SB	SB
热	re	SE	SE
，	，	O	O
无	wu	O	O
头	tou	SB	SB
晕	yun	SI	SI
头	tou	SI	SI
痛	tong	SE	SE
，	，	O	O
无	wu	O	O
恶	e	SB	SB
心	xin	SI	SI
呕	ou	SI	SI
吐	tu	SE	SE
，	，	O	O
无	wu	O	O
胸	xiong	SB	SB
闷	men	SI	SI
心	xin	SI	SI
悸	ji	SE	SE
，	，	O	O
无	wu	O	O
腹	fu	SB	SB
胀	zhang	SI	SI
腹	fu	SI	SI
痛	tong	SE	SE
，	，	O	O
饮	yin	O	O
食	shi	O	O
可	ke	O	O
，	，	O	O
大	da	O	O
小	xiao	O	O
便	bian	O	O
均	jun	O	O
正	zheng	O	O
常	chang	O	O
。	。	O	O
4	4	O	O
.	.	O	O
查	cha	O	O
体	ti	O	O
：	：	O	O
T	T	O	O
3	3	O	O
6	6	O	O
.	.	O	O
0	0	O	O
C	C	O	O
，	，	O	O
P	P	O	O
9	9	O	O
0	0	O	O
次	ci	O	O
/	/	O	O
分	fen	O	O
，	，	O	O
1	1	O	O
8	8	O	O
次	ci	O	O
/	/	O	O
分	fen	O	O
，	，	O	O
B	B	O	O
P	P	O	O
1	1	O	O
2	2	O	O
0	0	O	O
/	/	O	O
9	9	O	O
0	0	O	O
m	m	O	O
m	m	O	O
H	H	O	O
g	g	O	O
,	,	O	O
心	xin	O	O
肺	fei	O	O
腹	fu	O	O
查	cha	O	O
体	ti	O	O
未	wei	O	O
见	jian	O	O
明	ming	O	O
显	xian	O	O
异	yi	O	O
常	chang	O	O
，	，	O	O
专	zhuan	O	O
科	ke	O	O
情	qing	O	O
况	kuang	O	O
：	：	O	O
左	zuo	O	O
面	mian	O	O
部	bu	O	O
肿	zhong	SB	SB
胀	zhang	SE	SE
，	，	O	O
局	ju	O	O
部	bu	O	O
压	ya	O	O
痛	tong	O	O
，	，	O	O
双	shuang	O	O
侧	ce	O	O
瞳	tong	O	O
孔	kong	O	O
正	zheng	O	O
大	da	O	O
等	deng	O	O
圆	yuan	O	O
，	，	O	O
对	dui	O	O
光	guang	O	O
反	fan	O	O
射	she	O	O
灵	ling	O	O
敏	min	O	O
，	，	O	O
前	qian	O	O
胸	xiong	O	O
部	bu	O	O
正	zheng	O	O
中	zhong	O	O
可	ke	O	O
见	jian	O	O
一	yi	O	O
长	chang	O	O
7	7	O	O
.	.	O	O
0	0	O	O
c	c	O	O
m	m	O	O
纵	zong	O	O
行	xing	O	O
皮	pi	O	O
肤	fu	O	O
划	hua	O	O
伤	shang	O	O
，	，	O	O
下	xia	O	O
方	fang	O	O
可	ke	O	O
见	jian	O	O
一	yi	O	O
长	chang	O	O
2	2	O	O
.	.	O	O
0	0	O	O
c	c	O	O
m	m	O	O
横	heng	O	O
行	xing	O	O
皮	pi	O	O
肤	fu	O	O
划	hua	O	O
伤	shang	O	O
，	，	O	O
肿	zhong	SB	SB
胀	zhang	SE	SE
，	，	O	O
发	fa	SB	SB
红	hong	SE	SE
，	，	O	O
渗	shen	SB	SB
血	xie	SE	SE
，	，	O	O
局	ju	O	O
部	bu	O	O
压	ya	O	O
痛	tong	O	O
明	ming	O	O
显	xian	O	O
，	，	O	O
双	shuang	O	O
肺	fei	O	O
呼	hu	O	O
吸	xi	O	O
音	yin	O	O
清	qing	O	O
晰	xi	O	O
，	，	O	O
无	wu	O	O
啰	luo	O	O
音	yin	O	O
，	，	O	O
胸	xiong	O	O
廓	kuo	O	O
挤	ji	O	O
压	ya	O	O
实	shi	O	O
验	yan	O	O
阴	yin	O	O
性	xing	O	O
，	，	O	O
右	you	O	O
上	shang	O	O
腹	fu	O	O
部	bu	O	O
可	ke	O	O
见	jian	O	O
一	yi	O	O
2	2	O	O
.	.	O	O
0	0	O	O
c	c	O	O
m	m	O	O
皮	pi	O	O
肤	fu	O	O
划	hua	O	O
伤	shang	O	O
，	，	O	O
轻	qing	O	O
压	ya	O	O
痛	tong	O	O
，	，	O	O
腹	fu	O	O
软	ruan	O	O
，	，	O	O
全	quan	O	O
服	fu	O	O
无	wu	O	O
压	ya	O	O
痛	tong	O	O
；	；	O	O
双	shuang	O	O
上	shang	O	O
臂	bi	O	O
上	shang	O	O
段	duan	O	O
内	nei	O	O
侧	ce	O	O
可	ke	O	O
见	jian	O	O
局	ju	O	O
部	bu	O	O
青	qing	SB	O
紫	zi	SI	O
瘀	yu	SI	SB
斑	ban	SE	SE
，	，	O	O
肿	zhong	SB	SB
胀	zhang	SE	SE
，	，	O	O
压	ya	O	O
痛	tong	O	O
，	，	O	O
双	shuang	O	O
上	shang	O	O
肢	zhi	O	O
活	huo	O	O
动	dong	O	O
自	zi	O	O
如	ru	O	O
。	。	O	O
5	5	O	O
.	.	O	O
辅	fu	O	O
助	zhu	O	O
检	jian	O	O
查	cha	O	O
：	：	O	O
本	ben	O	O
院	yuan	O	O
胸	xiong	O	O
部	bu	O	O
X	X	O	O
光	guang	O	O
片	pian	O	O
示	shi	O	O
：	：	O	O
未	wei	O	O
见	jian	O	O
明	ming	O	O
显	xian	O	O
异	yi	O	O
常	chang	O	O
。	。	O	O

1	1	O	O

患	huan	O	O
者	zhe	O	O
女	nv	O	O
性	xing	O	O
，	，	O	O
3	3	O	O
1	1	O	O
岁	sui	O	O
2	2	O	O
既	ji	O	O
往	wang	O	O
曾	ceng	O	O
于	yu	O	O
承	cheng	O	O
德	de	O	O
市	shi	O	O
2	2	O	O
6	6	O	O
6	6	O	O
医	yi	O	O
院	yuan	O	O
行	xing	O	O
颈	jing	O	O
椎	zhui	O	O
手	shou	O	O
术	shu	O	O
（	（	O	O
具	ju	O	O
体	ti	O	O
不	bu	O	O
详	xiang	O	O
）	）	O	O
。	。	O	O
1	1	O	O
年	nian	O	O
前	qian	O	O
曾	ceng	O	O
于	yu	O	O
承	cheng	O	O
德	de	O	O
市	shi	O	O
市	shi	O	O
医	yi	O	O
院	yuan	O	O
行	xing	O	O
宫	gong	O	O
颈	jing	O	O
楔	xie	O	O
形	xing	O	O
切	qie	O	O
除	chu	O	O
术	shu	O	O
。	。	O	O
否	fou	O	O
认	ren	O	O
高	gao	DB	DB
血	xie	DI	DI
压	ya	DE	DE
、	、	O	O
糖	tang	DB	DB
尿	niao	DI	DI
病	bing	DE	DE
、	、	O	O
心	xin	DB	DB
脏	zang	DI	DI
病	bing	DE	DE
病	bing	O	O
史	shi	O	O
。	。	O	O
否	fou	O	O
认	ren	O	O
