b	b	B	O	O
、	、	S	O	O
1	1	B	O	O
1	1	E	O	O
点	dian	B	O	O
有	you	E	O	O
痔	zhi	B	O	O
核	he	E	O	O
，	，	S	O	O
累	lei	B	O	O
及	ji	E	O	O
齿	chi	B	O	O
线	xian	E	O	O
上	shang	B	O	O
下	xia	E	O	O
，	，	S	O	O
色	se	S	O	O
青	qing	B	O	O
紫	zi	E	O	O
。	。	S	O	O

1	1	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
男	nan	S	O	O
8	8	B	O	O
0	0	E	O	O
岁	sui	S	O	O
2	2	S	O	O
.	.	S	O	O
既	ji	B	O	O
往	wang	E	O	O
体	ti	B	O	O
健	jian	E	O	O
。	。	S	O	O
3	3	S	O	O

患	huan	B	O	O
者	zhe	E	O	O
缘	yuan	B	O	O
于	yu	E	O	O
2	2	S	O	O
年	nian	B	O	O
前	qian	E	O	O
无	wu	S	O	O
明	ming	B	O	O
显	xian	E	O	O
诱	you	B	O	O
因	yin	E	O	O
出	chu	B	O	O
现	xian	E	O	O
尿	niao	B	O	O
频	pin	E	O	O
，	，	S	O	O
尿	niao	B	O	O
急	ji	E	O	O
，	，	S	O	O
尿	niao	S	O	O
不	bu	B	O	O
尽	jin	E	O	O
感	gan	S	O	O
，	，	S	O	O
排	pai	B	O	O
尿	niao	E	O	O
踌	chou	B	O	O
躇	chu	E	O	O
，	，	S	O	O
夜	ye	B	O	O
尿	niao	E	O	O
次	ci	B	O	O
数	shu	E	O	O
增	zeng	B	O	O
多	duo	E	O	O
。	。	S	O	O
有	you	B	O	O
时	shi	E	O	O
达	da	S	O	O
1	1	B	O	O
0	0	E	O	O
余	yu	B	O	O
次	ci	E	O	O
，	，	S	O	O
尿	niao	B	O	O
线	xian	E	O	O
逐	zhu	B	O	O
渐	jian	E	O	O
变	bian	B	O	O
细	xi	E	O	O
。	。	S	O	O
无	wu	S	O	O
肉	rou	B	O	O
眼	yan	E	O	O
血	xie	B	O	O
尿	niao	E	O	O
。	。	S	O	O
发	fa	B	O	O
生	sheng	E	O	O
尿	niao	B	DB	O
潴	zhu	I	DI	O
留	liu	E	DE	O
后	hou	S	O	O
在	zai	S	O	O
承	cheng	B	O	O
德	de	I	O	O
市	shi	E	O	O
中	zhong	B	O	O
心	xin	I	O	O
医	yi	I	O	O
院	yuan	E	O	O
行	xing	S	O	O
膀	bang	B	O	O
胱	guang	E	O	O
造	zao	S	O	O
瘘	lv	B	O	O
术	shu	E	O	O
，	，	S	O	O
1	1	S	O	O
年	nian	B	O	O
前	qian	E	O	O
自	zi	B	O	O
行	xing	E	O	O
拔	ba	B	O	O
除	chu	E	O	O
造	zao	S	O	O
瘘	lv	B	O	O
管	guan	E	O	O
，	，	S	O	O
造	zao	B	O	O
瘘	lv	E	O	O
口	kou	B	O	O
时	shi	E	O	O
有	you	S	O	O
尿	niao	B	O	O
液	ye	E	O	O
流	liu	B	O	O
出	chu	E	O	O
。	。	S	O	O
症	zheng	B	O	O
状	zhuang	E	O	O
无	wu	S	O	O
缓	huan	B	O	O
解	jie	E	O	O
。	。	S	O	O
为	wei	S	O	O
进	jin	B	O	O
一	yi	I	O	O
步	bu	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
于	yu	S	O	O
今	jin	B	O	O
日	ri	E	O	O
到	dao	S	O	O
我	wo	B	O	O
院	yuan	E	O	O
，	，	S	O	O
门	men	B	O	O
诊	zhen	E	O	O
以	yi	S	O	O
前	qian	B	DB	DB
列	lie	I	DI	DI
腺	xian	E	DI	DI
增	zeng	B	DI	DI
生	sheng	E	DE	DE
介	jie	B	O	O
绍	shao	E	O	O
入	ru	B	O	O
院	yuan	E	O	O
。	。	S	O	O
4	4	S	O	O
.	.	S	O	O
查	cha	B	O	O
体	ti	E	O	O
：	：	S	O	O
T	T	S	O	O
：	：	S	O	O
3	3	B	O	O
6	6	I	O	O
.	.	I	O	O
4	4	E	O	O
C	C	B	O	O
P	P	E	O	O
:	:	S	O	O
8	8	B	O	O
8	8	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
R	R	S	O	O
：	：	S	O	O
1	1	B	O	O
9	9	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
B	B	B	O	O
p	p	E	O	O
:	:	S	O	O
1	1	B	O	O
2	2	I	O	O
0	0	E	O	O
/	/	S	O	O
8	8	B	O	O
0	0	I	O	O
m	m	I	O	O
m	m	I	O	O
H	H	I	O	O
g	g	E	O	O
。	。	S	O	O
神	shen	B	O	O
清	qing	E	O	O
，	，	S	O	O
轮	lun	B	O	O
椅	yi	E	O	O
推	tui	B	O	O
入	ru	E	O	O
病	bing	B	O	O
室	shi	E	O	O
。	。	S	O	O
胸	xiong	B	O	O
廓	kuo	E	O	O
两	liang	B	O	O
侧	ce	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
，	，	S	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
。	。	S	O	O
两	liang	B	O	O
侧	ce	E	O	O
呼	hu	B	O	O
吸	xi	E	O	O
动	dong	B	O	O
度	du	E	O	O
一	yi	B	O	O
致	zhi	E	O	O
，	，	S	O	O
触	chu	B	O	O
觉	jue	E	O	O
语	yu	B	O	O
颤	zhan	E	O	O
无	wu	S	O	O
明	ming	B	O	O
显	xian	I	O	O
增	zeng	I	O	O
强	qiang	E	O	O
或	huo	S	O	O
减	jian	B	O	O
弱	ruo	E	O	O
，	，	S	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
胸	xiong	B	O	O
膜	mo	E	O	O
摩	mo	B	O	O
擦	ca	E	O	O
感	gan	S	O	O
。	。	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
叩	kou	S	O	O
清	qing	B	O	O
音	yin	E	O	O
，	，	S	O	O
肺	fei	B	O	O
肝	gan	E	O	O
相	xiang	B	O	O
对	dui	E	O	O
浊	zhuo	B	O	O
音	yin	E	O	O
界	jie	S	O	O
位	wei	B	O	O
于	yu	E	O	O
右	you	S	O	O
锁	suo	B	O	O
骨	gu	E	O	O
中	zhong	B	O	O
线	xian	E	O	O
第	di	S	O	O
Ⅵ	Ⅵ	S	O	O
肋	lei	B	O	O
间	jian	E	O	O
。	。	S	O	O
双	shuang	B	O	O
肺	fei	E	O	O
呼	hu	B	O	O
吸	xi	E	O	O
音	yin	B	O	O
低	di	E	O	O
，	，	S	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
干	gan	S	O	O
、	、	S	O	O
湿	shi	B	O	O
性	xing	E	O	O
啰	luo	S	O	O
音	yin	S	O	O
。	。	S	O	O
心	xin	B	O	O
脏	zang	E	O	O
检	jian	B	O	O
查	cha	E	O	O
未	wei	B	O	O
闻	wen	E	O	O
及	ji	S	O	O
异	yi	B	O	O
常	chang	E	O	O
，	，	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
平	ping	B	O	O
坦	tan	E	O	O
，	，	S	O	O
未	wei	B	O	O
见	jian	E	O	O
胃	wei	B	O	O
肠	chang	E	O	O
型	xing	S	O	O
及	ji	S	O	O
蠕	ru	B	O	O
动	dong	E	O	O
波	bo	S	O	O
，	，	S	O	O
无	wu	S	O	O
腹	fu	B	O	O
壁	bi	E	O	O
静	jing	B	SB	SB
脉	mai	I	SI	SI
曲	qu	I	SI	SI
张	zhang	E	SE	SE
。	。	S	O	O
腹	fu	B	O	O
软	ruan	E	O	O
，	，	S	O	O
移	yi	B	O	O
动	dong	I	O	O
性	xing	E	O	O
浊	zhuo	B	O	O
音	yin	E	O	O
阴	yin	B	O	O
性	xing	E	O	O
，	，	S	O	O
肠	chang	S	O	O
鸣	ming	B	O	O
音	yin	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
巴	ba	B	O	O
氏	shi	E	O	O
征	zheng	S	O	O
阴	yin	B	O	O
性	xing	E	O	O
。	。	S	O	O
5	5	S	O	O

专	zhuan	B	O	O
科	ke	E	O	O
情	qing	B	O	O
况	kuang	E	O	O
：	：	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
肋	lei	S	O	O
脊	ji	B	O	O
角	jiao	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
无	wu	S	O	O
隆	long	B	SB	SB
起	qi	E	SE	SE
，	，	S	O	O
双	shuang	S	O	O
肾	shen	B	O	O
区	qu	E	O	O
无	wu	S	O	O
叩	kou	B	O	O
击	ji	E	O	O
痛	tong	S	O	O
，	，	S	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
肿	zhong	B	SB	SB
块	kuai	E	SE	SE
。	。	S	O	O
腹	fu	B	O	O
部	bu	E	O	O
沿	yan	S	O	O
输	shu	B	O	O
尿	niao	I	O	O
管	guan	E	O	O
走	zou	B	O	O
形	xing	E	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
，	，	S	O	O
耻	chi	B	O	O
骨	gu	E	O	O
上	shang	S	O	O
膀	bang	B	O	O
胱	guang	E	O	O
区	qu	S	O	O
无	wu	S	O	O
肿	zhong	B	SB	SB
胀	zhang	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
压	ya	B	O	O
痛	tong	E	O	O
。	。	S	O	O
可	ke	B	O	O
见	jian	E	O	O
一	yi	B	O	O
造	zao	E	O	O
瘘	lv	B	O	O
口	kou	E	O	O
，	，	S	O	O
有	you	S	O	O
尿	niao	B	O	O
液	ye	E	O	O
流	liu	B	O	O
出	chu	E	O	O
。	。	S	O	O
阴	yin	B	O	O
茎	jing	E	O	O
为	wei	S	O	O
成	cheng	B	O	O
人	ren	I	O	O
型	xing	E	O	O
，	，	S	O	O
尿	niao	B	O	O
道	dao	E	O	O
外	wai	B	O	O
口	kou	E	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
红	hong	B	SB	SB
肿	zhong	E	SI	SE
及	ji	S	SI	O
狭	xia	B	SI	SB
窄	zhai	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
异	yi	B	O	O
常	chang	E	O	O
分	fen	B	O	O
泌	mi	I	O	O
物	wu	E	O	O
。	。	S	O	O
两	liang	B	O	O
侧	ce	E	O	O
阴	yin	B	O	O
囊	nang	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
，	，	S	O	O
无	wu	S	O	O
触	chu	B	O	O
痛	tong	E	O	O
，	，	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
睾	gao	B	O	O
丸	wan	E	O	O
对	dui	B	O	O
称	cheng	E	O	O
，	，	S	O	O
质	zhi	B	O	O
地	di	E	O	O
中	zhong	B	O	O
等	deng	E	O	O
，	，	S	O	O
无	wu	S	O	O
触	chu	B	O	O
痛	tong	E	O	O
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
附	fu	B	O	O
睾	gao	E	O	O
未	wei	S	O	O
触	chu	B	O	O
及	ji	E	O	O
结	jie	B	O	O
节	jie	E	O	O
。	。	S	O	O
由	you	B	O	O
于	yu	E	O	O
需	xu	B	O	O
要	yao	E	O	O
P	P	B	O	O
S	S	I	O	O
A	A	E	O	O
检	jian	B	O	O
测	ce	E	O	O
，	，	S	O	O
直	zhi	B	O	O
肠	chang	E	O	O
指	zhi	B	O	O
诊	zhen	E	O	O
未	wei	B	O	O
查	cha	E	O	O
。	。	S	O	O
6	6	S	O	O

辅	fu	B	O	O
助	zhu	E	O	O
检	jian	B	O	O
查	cha	E	O	O
：	：	S	O	O
缺	que	B	O	O
如	ru	E	O	O
。	。	S	O	O

患	huan	B	O	O
者	zhe	E	O	O
霍	huo	B	O	O
晓	xiao	I	O	O
明	ming	E	O	O
，	，	S	O	O
男	nan	B	O	O
性	xing	E	O	O
，	，	S	O	O
4	4	B	O	O
3	3	E	O	O
岁	sui	S	O	O
.	.	S	O	O
既	ji	B	O	O
往	wang	E	O	O
体	ti	B	O	O
健	jian	E	O	O
，	，	S	O	O
否	fou	B	O	O
认	ren	E	O	O
高	gao	B	DB	DB
血	xie	I	DI	DI
压	ya	E	DE	DE
，	，	S	O	O
糖	tang	B	DB	DB
尿	niao	I	DI	DI
病	bing	E	DE	DE
病	bing	B	O	O
史	shi	E	O	O
，	，	S	O	O
2	2	S	O	O
.	.	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
缘	yuan	B	O	O
于	yu	E	O	O
1	1	S	O	O
年	nian	B	O	O
前	qian	E	O	O
无	wu	S	O	O
明	ming	B	O	O
显	xian	E	O	O
诱	you	B	O	O
因	yin	E	O	O
出	chu	B	O	O
现	xian	E	O	O
腰	yao	B	SB	SB
痛	tong	E	SE	SE
，	，	S	O	O
同	tong	B	O	O
时	shi	E	O	O
伴	ban	S	O	O
双	shuang	B	O	O
下	xia	I	O	O
肢	zhi	E	O	O
疼	teng	B	SB	SB
痛	tong	E	SE	SE
不	bu	B	O	O
适	shi	E	O	O
，	，	S	O	O
尤	you	B	O	O
以	yi	E	O	O
久	jiu	S	O	O
卧	wo	S	O	O
久	jiu	B	O	O
坐	zuo	E	O	O
起	qi	B	O	O
身	shen	E	O	O
时	shi	S	O	O
疼	teng	B	SB	SB
痛	tong	E	SE	SE
加	jia	B	O	O
重	zhong	E	O	O
，	，	S	O	O
双	shuang	B	O	O
下	xia	I	O	O
肢	zhi	E	O	O
较	jiao	S	O	O
明	ming	B	O	O
显	xian	E	O	O
，	，	S	O	O
未	wei	B	O	O
经	jing	E	O	O
任	ren	B	O	O
何	he	E	O	O
诊	zhen	B	O	O
治	zhi	E	O	O
，	，	S	O	O
近	jin	B	O	O
日	ri	E	O	O
上	shang	B	O	O
述	shu	E	O	O
症	zheng	B	O	O
状	zhuang	E	O	O
略	lve	B	O	O
有	you	E	O	O
加	jia	B	O	O
重	zhong	E	O	O
，	，	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
及	ji	S	O	O
家	jia	B	O	O
属	shu	E	O	O
为	wei	B	O	O
求	qiu	E	O	O
进	jin	B	O	O
一	yi	I	O	O
步	bu	E	O	O
治	zhi	B	O	O
疗	liao	E	O	O
来	lai	S	O	O
我	wo	B	O	O
院	yuan	E	O	O
就	jiu	B	O	O
诊	zhen	E	O	O
。	。	S	O	O
门	men	B	O	O
诊	zhen	E	O	O
经	jing	B	O	O
查	cha	E	O	O
体	ti	B	O	O
以	yi	E	O	O
腰	yao	B	DB	DB
椎	zhui	I	DI	DI
间	jian	I	DI	DI
盘	pan	E	DI	DI
突	tu	B	DI	DI
出	chu	E	DI	DI
症	zheng	S	DE	DE
收	shou	B	O	O
入	ru	E	O	O
院	yuan	S	O	O
。	。	S	O	O
3	3	S	O	O
.	.	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
自	zi	S	O	O
入	ru	B	O	O
院	yuan	E	O	O
以	yi	B	O	O
来	lai	E	O	O
无	wu	S	O	O
头	tou	B	SB	SB
痛	tong	E	SI	SE
头	tou	B	SI	SB
晕	yun	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
恶	e	B	SB	SB
心	xin	E	SI	SI
呕	ou	B	SI	SI
吐	tu	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
腹	fu	B	SB	SB
痛	tong	E	SI	SE
腹	fu	B	SI	SB
泻	xie	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
胸	xiong	B	SB	SB
闷	men	E	SI	SI
气	qi	B	SI	SI
短	duan	E	SE	SE
及	ji	S	O	O
呼	hu	B	O	O
吸	xi	I	O	O
困	kun	I	O	O
难	nan	E	O	O
，	，	S	O	O
饮	yin	B	O	O
食	shi	E	O	O
可	ke	S	O	O
，	，	S	O	O
二	er	B	O	O
便	bian	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
4	4	S	O	O
.	.	S	O	O
查	cha	B	O	O
体	ti	E	O	O
：	：	S	O	O
T	T	B	O	O
3	3	I	O	O
6	6	I	O	O
.	.	I	O	O
0	0	E	O	O
，	，	S	O	O
P	P	B	O	O
7	7	I	O	O
6	6	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
R	R	B	O	O
1	1	I	O	O
8	8	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
B	B	B	O	O
P	P	I	O	O
1	1	I	O	O
3	3	I	O	O
5	5	E	O	O
/	/	S	O	O
9	9	B	O	O
0	0	I	O	O
m	m	I	O	O
m	m	I	O	O
H	H	I	O	O
g	g	E	O	O
，	，	S	O	O
神	shen	B	O	O
清	qing	E	O	O
，	，	S	O	O
精	jing	B	O	O
神	shen	E	O	O
可	ke	S	O	O
，	，	S	O	O
发	fa	B	O	O
育	yu	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
营	ying	B	O	O
养	yang	E	O	O
中	zhong	B	O	O
等	deng	E	O	O
，	，	S	O	O
言	yan	B	O	O
语	yu	E	O	O
流	liu	B	O	O
利	li	E	O	O
，	，	S	O	O
查	cha	B	O	O
体	ti	E	O	O
合	he	B	O	O
作	zuo	E	O	O
，	，	S	O	O
步	bu	B	O	O
入	ru	E	O	O
病	bing	B	O	O
房	fang	E	O	O
，	，	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
瞳	tong	B	O	O
孔	kong	E	O	O
正	zheng	B	O	O
大	da	E	O	O
等	deng	S	O	O
圆	yuan	S	O	O
，	，	S	O	O
对	dui	S	O	O
光	guang	B	O	O
反	fan	I	O	O
射	she	E	O	O
灵	ling	B	O	O
敏	min	E	O	O
。	。	S	O	O
心	xin	B	O	O
肺	fei	E	O	O
腹	fu	B	O	O
查	cha	I	O	O
体	ti	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
，	，	S	O	O
肠	chang	S	O	O
鸣	ming	B	O	O
音	yin	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
肛	gang	B	O	O
门	men	E	O	O
外	wai	B	O	O
生	sheng	I	O	O
殖	zhi	I	O	O
器	qi	E	O	O
未	wei	B	O	O
见	jian	I	O	O
异	yi	I	O	O
常	chang	E	O	O
。	。	S	O	O
脊	ji	B	O	O
柱	zhu	E	O	O
四	si	B	O	O
肢	zhi	E	O	O
无	wu	S	O	O
畸	ji	B	SB	SB
形	xing	E	SE	SE
。	。	S	O	O
腰	yao	B	O	O
椎	zhui	E	O	O
活	huo	B	O	O
动	dong	E	O	O
可	ke	S	O	O
，	，	S	O	O
腰	yao	S	O	O
3	3	S	O	O
-	-	S	O	O
腰	yao	S	O	O
5	5	S	O	O
棘	ji	B	O	O
突	tu	E	O	O
及	ji	B	O	O
椎	zhui	I	O	O
旁	pang	E	O	O
局	ju	B	O	O
部	bu	E	O	O
压	ya	B	O	O
痛	tong	E	O	O
叩	kou	B	O	O
击	ji	E	O	O
痛	tong	S	O	O
阳	yang	B	O	O
性	xing	E	O	O
，	，	S	O	O
无	wu	S	O	O
双	shuang	B	O	O
下	xia	I	O	O
肢	zhi	E	O	O
放	fang	B	O	O
射	she	I	O	O
性	xing	E	O	O
疼	teng	B	SB	SB
痛	tong	E	SE	SE
，	，	S	O	O
左	zuo	S	O	O
下	xia	B	O	O
肢	zhi	E	O	O
直	zhi	B	O	O
腿	tui	E	O	O
抬	tai	B	O	O
高	gao	E	O	O
实	shi	B	O	O
验	yan	E	O	O
6	6	B	O	O
0	0	E	O	O
度	du	S	O	O
，	，	S	O	O
右	you	S	O	O
下	xia	B	O	O
肢	zhi	E	O	O
直	zhi	B	O	O
腿	tui	E	O	O
抬	tai	B	O	O
高	gao	E	O	O
实	shi	B	O	O
验	yan	E	O	O
6	6	B	O	O
0	0	E	O	O
度	du	S	O	O
。	。	S	O	O
足	zu	S	O	O
背	bei	S	O	O
伸	shen	B	O	O
及	ji	E	O	O
跖	zhi	B	O	O
屈	qu	E	O	O
肌	ji	B	O	O
力	li	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
各	ge	S	O	O
足	zu	B	O	O
趾	zhi	E	O	O
关	guan	B	O	O
节	jie	E	O	O
活	huo	B	O	O
动	dong	E	O	O
可	ke	S	O	O
。	。	S	O	O
四	si	B	O	O
肢	zhi	E	O	O
皮	pi	B	O	O
肤	fu	E	O	O
感	gan	B	O	O
觉	jue	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
肌	ji	B	O	O
力	li	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
肌	ji	S	O	O
张	zhang	B	O	O
力	li	E	O	O
不	bu	B	O	O
高	gao	E	O	O
。	。	S	O	O
足	zu	S	O	O
背	bei	S	O	O
动	dong	B	O	O
脉	mai	E	O	O
可	ke	S	O	O
触	chu	B	O	O
及	ji	E	O	O
，	，	S	O	O
末	mo	B	O	O
梢	shao	E	O	O
血	xie	B	O	O
运	yun	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
肱	gong	S	O	O
二	er	S	O	O
、	、	S	O	O
三	san	B	O	O
头	tou	E	O	O
肌	ji	S	O	O
反	fan	B	O	O
射	she	E	O	O
、	、	S	O	O
膝	xi	B	O	O
腱	jian	E	O	O
反	fan	B	O	O
射	she	E	O	O
正	zheng	B	O	O
常	chang	E	O	O
，	，	S	O	O
双	shuang	B	O	O
侧	ce	E	O	O
巴	ba	B	O	O
彬	bin	E	O	O
斯	si	B	O	O
基	ji	I	O	O
氏	shi	E	O	O
征	zheng	S	O	O
、	、	S	O	O
克	ke	S	O	O
尼	ni	B	O	O
格	ge	E	O	O
氏	shi	B	O	O
征	zheng	E	O	O
阴	yin	B	O	O
性	xing	E	O	O
。	。	S	O	O
5	5	S	O	O
辅	fu	B	O	O
助	zhu	E	O	O
检	jian	B	O	O
查	cha	E	O	O
：	：	S	O	O
无	wu	S	O	O

病	bing	B	O	O
历	li	E	O	O
特	te	B	O	O
点	dian	E	O	O
：	：	S	O	O
1	1	S	O	O
.	.	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
中	zhong	B	O	O
年	nian	E	O	O
男	nan	B	O	O
性	xing	E	O	O
，	，	S	O	O
4	4	B	O	O
1	1	E	O	O
岁	sui	S	O	O
；	；	S	O	O
2	2	S	O	O
.	.	S	O	O
既	ji	B	O	O
往	wang	E	O	O
体	ti	B	O	O
健	jian	E	O	O
；	；	S	O	O
3	3	S	O	O
.	.	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
缘	yuan	B	O	O
于	yu	E	O	O
5	5	B	O	O
.	.	I	O	O
5	5	E	O	O
小	xiao	B	O	O
时	shi	E	O	O
前	qian	S	O	O
被	bei	S	O	O
他	ta	B	O	O
人	ren	E	O	O
用	yong	S	O	O
拳	quan	B	O	O
打	da	E	O	O
伤	shang	S	O	O
左	zuo	S	O	O
面	mian	B	O	O
部	bu	E	O	O
，	，	S	O	O
双	shuang	S	O	O
上	shang	B	O	O
臂	bi	E	O	O
，	，	S	O	O
用	yong	S	O	O
改	gai	B	O	O
锥	zhui	E	O	O
划	hua	B	O	O
伤	shang	E	O	O
前	qian	S	O	O
胸	xiong	B	O	O
部	bu	E	O	O
，	，	S	O	O
伤	shang	B	O	O
后	hou	E	O	O
自	zi	B	O	O
觉	jue	E	O	O
伤	shang	B	O	O
处	chu	E	O	O
肿	zhong	B	SB	SB
胀	zhang	E	SE	SE
，	，	S	O	O
持	chi	B	O	O
续	xu	I	O	O
性	xing	E	O	O
锐	rui	B	SB	SB
痛	tong	E	SE	SE
，	，	S	O	O
前	qian	S	O	O
胸	xiong	B	O	O
部	bu	E	O	O
划	hua	B	O	O
伤	shang	E	O	O
处	chu	S	O	O
出	chu	B	SB	SB
血	xie	E	SE	SE
，	，	S	O	O
伴	ban	S	O	O
头	tou	B	SB	O
晕	yun	E	SE	O
明	ming	B	O	O
显	xian	E	O	O
，	，	S	O	O
无	wu	S	O	O
恶	e	B	SB	SB
心	xin	E	SI	SI
呕	ou	B	SI	SI
吐	tu	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
肢	zhi	B	O	O
体	ti	E	O	O
麻	ma	B	O	O
木	mu	E	O	O
，	，	S	O	O
无	wu	S	O	O
昏	hun	B	O	O
迷	mi	E	O	O
史	shi	S	O	O
，	，	S	O	O
伤	shang	B	O	O
后	hou	E	O	O
于	yu	S	O	O
当	dang	B	O	O
地	di	E	O	O
未	wei	S	O	O
做	zuo	S	O	O
特	te	B	O	O
殊	shu	E	O	O
处	chu	B	O	O
理	li	E	O	O
，	，	S	O	O
急	ji	B	O	O
来	lai	E	O	O
我	wo	B	O	O
院	yuan	E	O	O
门	men	B	O	O
诊	zhen	E	O	O
就	jiu	B	O	O
诊	zhen	E	O	O
，	，	S	O	O
门	men	B	O	O
诊	zhen	E	O	O
查	cha	S	O	O
胸	xiong	B	O	O
部	bu	E	O	O
X	X	B	O	O
光	guang	E	O	O
片	pian	B	O	O
示	shi	E	O	O
：	：	S	O	O
未	wei	B	O	O
见	jian	E	O	O
明	ming	B	O	O
显	xian	E	O	O
异	yi	B	O	O
常	chang	E	O	O
，	，	S	O	O
门	men	B	O	O
诊	zhen	E	O	O
未	wei	B	O	O
予	yu	E	O	O
特	te	B	O	O
殊	shu	E	O	O
处	chu	B	O	O
理	li	E	O	O
，	，	S	O	O
以	yi	S	O	O
胸	xiong	B	DB	DB
部	bu	E	DI	DI
外	wai	B	DI	DI
伤	shang	E	DE	DE
介	jie	B	O	O
绍	shao	E	O	O
入	ru	B	O	O
院	yuan	E	O	O
。	。	S	O	O
患	huan	B	O	O
者	zhe	E	O	O
自	zi	S	O	O
入	ru	B	O	O
院	yuan	E	O	O
以	yi	B	O	O
来	lai	E	O	O
，	，	S	O	O
无	wu	S	O	O
发	fa	B	SB	SB
热	re	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
头	tou	B	SB	SB
晕	yun	E	SI	SI
头	tou	B	SI	SI
痛	tong	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
恶	e	B	SB	SB
心	xin	E	SI	SI
呕	ou	B	SI	SI
吐	tu	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
胸	xiong	B	SB	SB
闷	men	E	SI	SI
心	xin	B	SI	SI
悸	ji	E	SE	SE
，	，	S	O	O
无	wu	S	O	O
腹	fu	B	SB	SB
胀	zhang	E	SI	SI
腹	fu	B	SI	SI
痛	tong	E	SE	SE
，	，	S	O	O
饮	yin	B	O	O
食	shi	E	O	O
可	ke	S	O	O
，	，	S	O	O
大	da	B	O	O
小	xiao	I	O	O
便	bian	E	O	O
均	jun	S	O	O
正	zheng	B	O	O
常	chang	E	O	O
。	。	S	O	O
4	4	S	O	O
.	.	S	O	O
查	cha	B	O	O
体	ti	E	O	O
：	：	S	O	O
T	T	B	O	O
3	3	I	O	O
6	6	I	O	O
.	.	I	O	O
0	0	E	O	O
C	C	S	O	O
，	，	S	O	O
P	P	B	O	O
9	9	I	O	O
0	0	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
1	1	B	O	O
8	8	E	O	O
次	ci	S	O	O
/	/	S	O	O
分	fen	S	O	O
，	，	S	O	O
B	B	B	O	O
P	P	I	O	O
1	1	I	O	O
2	2	I	O	O
0	0	E	O	O
/	/	S	O	O
9	9	B	O	O
0	0	I	O	O
m	m	I	O	O
m	m	I	O	O
H	H	I	O	O
g	g	E	O	O
,	,	S	O	O
心	xin	B	O	O
肺	fei	E	O	O
腹	fu	B	O	O
查	cha	I	O	O
体	ti	E	O	O
未	wei	B	O	O
见	jian	E	O	O
明	ming	B	O	O
显	xian	E	O	O
异	yi	B	O	O
